ID_ВАК;ЗАР_ПЛАТ;ТРЕБ_НАВ;ТРЕБ_ОП;РЕЖ_РАБ;ФОРМ_ЗАН
4889;197049;numpy,python;Нет опыта;4 часа в день;Удаленная работа
4890;205137;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4891;185329;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4892;101498;numpy,excel,python,c++;1-3 года;Полный рабочий день;Удаленная работа
4893;299983;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4894;266067;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4895;213977;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
4896;53279;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4897;297040;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
4898;256944;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4899;141279;numpy,excel,python;1-3 года;Полный рабочий день;Офис
4900;192744;excel,pandas,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4901;74968;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4902;252174;excel,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4903;230051;;1-3 года;4 часа в день;Офис
4904;285174;numpy,python;от 5 лет;Полный рабочий день;Удаленная работа
4905;63284;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4906;106727;numpy,excel,python;Нет опыта;4 часа в день;Офис
4907;279292;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4908;277437;numpy,python;от 5 лет;4 часа в день;Гибрид
4909;134323;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4910;291238;numpy,excel,python,c++;1-3 года;Полный рабочий день;Офис
4911;162396;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4912;261736;numpy,excel,python,c++;от 5 лет;4 часа в день;Удаленная работа
4913;84482;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4914;246954;numpy,python;от 5 лет;Полный рабочий день;Удаленная работа
4915;92456;python;1-3 года;Полный рабочий день;Гибрид
4916;254346;numpy,excel,python,c++;Нет опыта;4 часа в день;Гибрид
4917;106229;numpy,excel,python,c++;1-3 года;4 часа в день;Офис
4918;193806;excel,pandas,Unreal Engine 5,python,numpy,java,c++;от 5 лет;4 часа в день;Гибрид
4919;218117;numpy,python;1-3 года;Полный рабочий день;Офис
4920;67437;numpy,excel,python,c++;Нет опыта;4 часа в день;Удаленная работа
4921;208589;;Нет опыта;Полный рабочий день;Офис
4922;144736;numpy,excel,python;1-3 года;4 часа в день;Гибрид
4923;280335;numpy,python;Нет опыта;4 часа в день;Удаленная работа
4924;278723;;от 5 лет;4 часа в день;Гибрид
4925;73946;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4926;99823;numpy,excel,python;1-3 года;4 часа в день;Офис
4927;82199;numpy,excel,python;от 5 лет;4 часа в день;Офис
4928;276472;python;от 5 лет;4 часа в день;Удаленная работа
4929;80912;;от 5 лет;4 часа в день;Офис
4930;278065;numpy,excel,python,c++;от 5 лет;Полный рабочий день;Удаленная работа
4931;273800;numpy,excel,python,c++;1-3 года;4 часа в день;Удаленная работа
4932;58152;numpy,excel,python;1-3 года;Полный рабочий день;Офис
4933;91704;python;1-3 года;4 часа в день;Гибрид
4934;206026;numpy,excel,python;Нет опыта;4 часа в день;Офис
4935;82631;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4936;59072;numpy,excel,python;от 5 лет;4 часа в день;Удаленная работа
4937;123359;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4938;91321;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4939;213508;excel,pandas,python,numpy,java,c++;от 5 лет;4 часа в день;Удаленная работа
4940;190922;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4941;214777;excel,pandas,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4942;66975;numpy,excel,python,c++;1-3 года;Полный рабочий день;Гибрид
4943;278686;numpy,excel,python;Нет опыта;Полный рабочий день;Удаленная работа
4944;283356;numpy,python;Нет опыта;Полный рабочий день;Гибрид
4945;281932;;1-3 года;4 часа в день;Гибрид
4946;157104;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Гибрид
4947;104044;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4948;153942;numpy,python;от 5 лет;Полный рабочий день;Удаленная работа
4949;165298;python;1-3 года;Полный рабочий день;Офис
4950;107739;numpy,python;Нет опыта;Полный рабочий день;Удаленная работа
4951;208248;numpy,python;1-3 года;4 часа в день;Удаленная работа
4952;221955;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4953;236414;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4954;282499;numpy,excel,python;от 5 лет;4 часа в день;Гибрид
4955;228187;python;от 5 лет;4 часа в день;Офис
4956;89052;numpy,excel,python;Нет опыта;4 часа в день;Удаленная работа
4957;125334;excel,python,numpy,java,c++;1-3 года;4 часа в день;Гибрид
4958;52160;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Гибрид
4959;216320;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4960;241950;numpy,python;1-3 года;4 часа в день;Удаленная работа
4961;99890;excel,pandas,python,numpy,java,c++;Нет опыта;4 часа в день;Офис
4962;127653;python;от 5 лет;4 часа в день;Удаленная работа
4963;160765;excel,pandas,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Офис
4964;248310;excel,python,numpy,java,c++;Нет опыта;Полный рабочий день;Гибрид
4965;119817;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;1-3 года;Полный рабочий день;Офис
4966;169408;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4967;221642;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4968;147342;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;Нет опыта;Полный рабочий день;Удаленная работа
4969;112636;;1-3 года;Полный рабочий день;Офис
4970;182505;excel,python,numpy,java,c++;1-3 года;4 часа в день;Офис
4971;160745;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Гибрид
4972;226126;python;1-3 года;4 часа в день;Гибрид
4973;250556;excel,pandas,Unreal Engine 5,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4974;231004;excel,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4975;276620;excel,python,numpy,java,c++;1-3 года;4 часа в день;Удаленная работа
4976;94969;python;от 5 лет;Полный рабочий день;Гибрид
4977;266555;numpy,excel,python,c++;Нет опыта;Полный рабочий день;Офис
4978;115954;numpy,python;1-3 года;4 часа в день;Удаленная работа
4979;226535;excel,python,numpy,java,c++;от 5 лет;4 часа в день;Офис
4980;113329;python;от 5 лет;4 часа в день;Офис
4981;110251;;Нет опыта;Полный рабочий день;Гибрид
4982;256802;python;от 5 лет;Полный рабочий день;Удаленная работа
4983;169550;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Гибрид
4984;135634;;Нет опыта;Полный рабочий день;Гибрид
4985;98814;excel,pandas,HTML,Unreal Engine 5,python,numpy,java,c++;от 5 лет;Полный рабочий день;Удаленная работа
4986;153644;excel,python,numpy,java,c++;Нет опыта;4 часа в день;Удаленная работа
4987;289204;python;Нет опыта;4 часа в день;Удаленная работа
4988;190435;numpy,python;1-3 года;4 часа в день;Гибрид
4989;172469;numpy,excel,python;от 5 лет;Полный рабочий день;Удаленная работа
